id,comment,label,task
train_006901,"Bịch trắng đợt này làm hơi nhiều sữa ăn ngọt quá, sôcôla vẫn ngon như bình thường. Đóng gói sản phẩm rất đẹp và chắc chắn. Shop phục vụ rất tốt. Rất đáng tiền. Thời gian giao hàng rất nhanh",2,9
train_010809,Thái độ buôn bán như vậy còn chưa đáng 1 sao,0,9
train_001557,Shop giao thiếu giỏ hàng,0,3
train_001557,Đặt hai lều mà giao có một lều có giỏ,0,3
train_012237,Đóng gói chắc chắn,2,2
train_012237,Giao hàng nhanh,2,3
train_012237,Son lên môi mịn,2,1
train_009129,"Dây đàn không được tốt lắm, cái thì trùng, cái thì căng, chỉnh mãi không được, không có capo cũng không có bao đàn",0,1
train_009129,"Shop phục vụ rất kém, rất không đáng tiền",0,5
train_013619,"Đóng gói sản phẩm rất đẹp và chắc chắn, chất lượng sản phẩm tuyệt vời",2,1
train_013619,Góp ý shop lựa vớ cho phù hợp với bé trai bé gái,1,9
train_013619,Tuy nhiên mình không thích đôi màu xám vì là cho bé gái,0,9
train_009664,Chất lượng sản phẩm tốt,2,1
train_014093,Thời gian giao hàng nhanh,2,3
train_009664,Mẫu mã đẹp dễ thương,2,1
train_009664,"Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt",2,5
train_001789,Tôi đã dùng sản phẩm của shop cách đây 2 năm nên rất yên tâm về chất lượng và sự tin tưởng,2,1
train_001789,Chỉ có lần này Shopee giao hàng lâu quá mất gần 1 tuần liền,0,3
train_001789,Tuy nhiên vẫn rất ủng hộ shop,2,9
train_006921,Nhựa tái chế,1,9
train_006485,Mới mua về một cây liền mua thêm nữa,2,1
train_000415,Hũ nhựa có nắp kép ở trong sạch sẽ,2,1
train_014457,"Giao hàng hơi trễ nhưng sau khi được phản hồi shop đã nhiệt tình giải thích, giày đẹp như hình, đóng gói kỹ",2,3
train_014457,Vẫn cho shop 5 sao,2,9
train_011223,"Giày rất đẹp, rất tốt",2,1
train_001639,Giày đẹp tốt đáng tiền,2,1
train_014453,"Sử dụng được một ngày thì bung dây ra khỏi tay cầm, có mùi nhựa hôi",0,1
train_012929,Hàng rất đẹp chắc chắn,2,1
train_004166,Shop phục vụ rất tốt,2,5
train_004166,Giày đẹp rẻ,2,4
train_002810,"Đóng gói đẹp, hàng tốt, lọc nước rất tốt, mua rất đáng tiền",2,9
train_009411,"Chất lượng sản phẩm tuyệt vời, shop phục vụ rất tốt",2,1
train_005557,Dép đi nhẹ,2,1
train_005557,Không đáng với giá 150k,0,4
train_005557,Form đẹp nhưng dễ bong tróc da đế,0,1
train_011788,Lúc nào cũng vậy Tiki gửi cho giao hàng nhanh gửi đều bị cong hộp làm cho cong luôn quyển sách,0,3
train_002233,Màu đẹp,2,1
train_011788,Mong tiki nên dán thêm hàng dễ vỡ xin hãy cẩn thận,0,2
train_007459,Bé thế mà cũng 40k đắt quá vậy ?,0,4
train_005222,Đóng gói chắc chắn và nhanh,2,2
train_010586,"Mùi không đúng hàng Chanel, mua lần 1 sợ tới già",0,1
train_009321,Thịt bò thơm mềm ngon,2,1
train_015879,"Quần áo giao đúng màu, đúng size, đã nhờn tư vấn nhiệt tình. Quần đẹp",2,3
train_005967,Vẫn đang sử dụng Z30 và Passport,1,9
train_009321,Mình thì thích cay hơn với bớt ngọt hơn là nhất luôn,2,9
train_004299,Thời gian chuẩn bị đóng gói giao cho vận chuyển nhanh nên vote ủng hộ 5 sao,2,3
train_005967,BlackBerry 10 nhưng đa phần ứng dụng tải từ CH Play về nên không lo,1,9
train_000314,"Dây sử dụng quá dở, không có độ đàn hồi",0,1
train_000314,Phí tiền mua bực vào người,0,1
train_014435,Tạm được với số tiền,1,4
train_005575,nhiều topping ăn khá ngon,2,1
train_007937,"Hàng ổn lắm ạ, ủng hộ cửa hàng lâu dài.",2,9
train_007937,Chất lượng sản phẩm tuyệt vời,2,1
train_000408,Giày đẹp như hình đã mua một đôi chất lượng tốt nên mua thêm đôi màu khác rất đáng tiền,2,1
train_000408,Thời gian giao hàng rất nhanh,2,3
train_004960,Giày đẹp Shop phục vụ rất tốt,2,5
train_012661,Sản phẩm này mình mua rồi nhưng có vấn đề khi sử dụng nước ở trong nồi sôi lên là nắp vung rung lên bắn hết nước ra ngoài bếp quá chán cho một sản phẩm tốt,0,1
train_011028,Thời gian giao hàng chậm,0,3
train_001062,Nhưng mùi hơi khó chịu,0,1
train_001062,Chất lượng sản phẩm tuyệt vời,2,1
train_002373,Chất lượng sản phẩm kém,0,1
train_002373,Sử dụng chỉ đúng một lần duy nhất,1,9
train_009779,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_009779,"Chất lượng sản phẩm tuyệt vời, tạm thời kiểm tra thì hàng ổn, mua được flash sale với giá rất hời, cảm ơn shop nhiều",2,4
train_015529,Hỏi liên hệ xem đổi hàng được không thì shop chỉ hỏi số điện thoại và mã đơn hàng rồi im lặng luôn. Vận chuyển SenGoX nhanh,0,7
train_015529,Không để size rõ ràng tham chiếu với sản phẩm khác màu của shop thì thành ra không đúng size,0,1
train_005298,"Vậy mục đích của cô này có phải trốn thuế không quý vị? Nếu đúng yêu cầu phòng thuế và sở thương mại, coi lại công ty này",0,9
train_005298,"Câu đã sửa: Có nhân viên này hiện đang giúp cho công ty này trốn thuế nên khi khách hàng mua hàng xong, mặc dù đã yêu cầu xuất hóa đơn VAT nhưng có điểm thúy vấn điện thoại về khó chịu khi khách hàng yêu cầu xuất hóa đơn",0,9
train_000145,Sẽ ủng hộ shop lần sau,2,9
train_000145,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, son lên màu chuẩn, chất son mịn mượt, không khô môi",2,1
train_000145,Rất ưng,2,1
train_005874,chắc là Snapdragon 820 giống Bphone 2,1,9
train_005304,"Mỗi lần mà đã không sai được, bó tay với shop này luôn",0,1
train_005304,Hôm nay không sử dụng được gì hết,0,1
train_004465,"Hàng không chắc chắn, vừa nhận hàng, chỉnh giờ đã mất chốt luôn",0,1
train_009285,Hàng giả,0,1
train_000490,"Mẫu này phom nhỏ, bé nhà mình chân 12cm mà đi chật, các mẹ nên đặt tăng size",0,1
train_009285,Mùi tanh hôi dùng ngứa rát không thấm vào da,0,1
train_013987,"Sản phẩm cũng OK nhưng thái độ bán hàng không tốt, không nhiệt tình, nhắn tin không thèm trả lời khách hàng cảm giác thấy bực mình",0,5
train_013214,Hàng giả,0,9
train_015256,"Hàng chất lượng, cảm ơn shop",2,1
train_003876,"Chất lượng sản phẩm tuyệt vời, shop uy tín, sách đẹp, rất đáng tiền, thời gian giao hàng rất nhanh",2,1
train_013401,Chưa biết có lợi sữa hay không,1,9
train_013401,Có khi còn nguyên cả hạt vừng,1,1
train_013401,Uống không ngon,0,1
train_013401,Nhưng mình thấy bột không mịn,0,1
train_011921,Ủng hộ shop,2,9
train_011921,Shop bán hàng rất uy tín sản phẩm chất lượng,2,1
train_011983,Shop đóng gói cẩn thận,2,2
train_011983,Cảm ơn shop,2,5
train_011983,"Mùi thơm, vị ngọt hơi khó uống tí",0,9
train_013286,Để bao bì mới như giao một mới một cũ,0,2
train_010864,Giày đẹp và chất lượng,2,1
train_003171,Giá này thì thua rồi,0,4
train_010864,Sẽ ủng hộ shop thêm nhiều lần nữa ạ,2,9
train_006358,"Hàng đóng chắc chắn, size nhỏ hơn so với những loại bỉm khác",1,2
train_008483,"Hóng mãi đóng gói sản phẩm đẹp mắt, bọc rất kỹ",2,2
train_008483,Hài hước quá =))) thì không mang nghĩa cụ thể về thương mại điện tử nên câu này thuộc nhãn: không rõ nghĩa,1,1
train_005480,Shop phục vụ rất tốt!,2,5
train_005480,Chưa dùng nên chưa biết kết quả,1,9
train_014898,Gửi thiếu hàng nhắn tin không trả lời như lừa đảo,0,5
train_015848,Giá tốt cảm ứng nhạy,2,4
train_015848,ủng hộ 5 sao,2,9
train_005261,Mùi không giống lắm,0,1
train_014614,Cảm quan bịch bỉm giống với loại mình đang dùng nhưng khi dùng một miếng rồi thì thấy khác biệt rất rõ,0,1
train_014614,Mùi khó chịu,0,1
train_014614,Bỉm thấm hút kém khi thấm bị vón cục và lổn nhổn,0,1
train_014614,Bỉm thường vón hạt hút ẩm sẽ đông lại giống như thạch nhưng ở đây lại xuất hiện vón cục,0,1
train_014614,Thấy flash sale nên ham rẻ mua ai dè...,0,9
train_014614,không dám dùng tiếp cho con,0,1
train_011910,Đế dính màu chùi không ra,0,1
train_008976,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt, rất đáng tiền",2,9
train_011183,"Ui biết là giá tiền không quá cao nhưng thảm mỏng, chất liệu nhanh hư thế này thì thà không mua các bạn à mà mình cũng không thấy Tiki có thảm nào tốt hơn.",0,1
train_002441,"Đợt ra mắt này thấy mẫu mã Zenfone thay đổi nhiều; Máy đẹp, giá tầm trung và tính năng khá",2,4
train_011284,Chất vải xấu không giống trong hình,0,1
train_006326,Có nút học lệnh mà.,1,9
train_006326,Mình thấy tốt mà,2,1
train_002358,Chất lượng sản phẩm xài được mịn da mọi người nên dùng thử,2,1
train_006326,Sản phẩm dùng ngon,2,1
train_010267,không lên cây nào cả,0,9
train_005651,Hàng đẹp,2,1
train_005651,Vận chuyển chậm,0,3
train_005651,Rất chậm,0,3
train_007673,thun mặc vào giãn quá không thích,0,1
train_014402,Sản phẩm này bắt muỗi rất kém,0,1
train_014402,Muỗi vẫn bay quanh...,0,9
train_014402,Xin cho biết lý do vì sao,1,9
train_014402,Tôi để một cái máy bắt muỗi khác tại cùng vị trí thì thấy tác dụng bắt muỗi hơn hẳn,2,1
train_007430,Cảm thấy hài lòng với sản phẩm sẽ ủng hộ shop tiếp tục,2,9
train_007063,Shop giao thiếu hàng,0,3
train_005514,Mình dùng toner này được gần 1 tuần thấy da mịn và căng bóng hơn,2,1
train_003447,Hỏi shop có hũ không???,1,9
train_003447,Shop nói có và cho mình một cái bịch túi zip to chà bá :),2,9
train_015253,Thất vọng từ giờ không mua quần áo online nữa,0,9
train_015666,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền,2,1
train_005990,Không tặng kìm tách vỏ,0,9
train_008933,"Chất lượng sản phẩm rất kém, đóng gói sản phẩm rất kém, rất không đáng tiền, đế giày lem toàn vệt đen",0,1
train_005990,Hạt bị mốc,0,1
train_005990,Chất lượng sản phẩm rất kém,0,1
train_005990,Mua 2kg mà được có 1kg,0,4
train_005990,Shop phục vụ rất kém,0,5
train_013050,Chất lượng sản phẩm tuyệt vời đóng gói chắc chắn,2,1
train_013050,Mình rất hài lòng,2,9
train_013050,Cảm ơn shop,2,5
train_005312,Sản phẩm bị xước,0,1
train_005312,Mình nhắn tin nói chuyện,1,9
train_005312,"Chất lượng sản phẩm rất kém, shop phục vụ rất kém",0,1
train_005312,Shop còn chặn tin nhắn,0,5
train_005759,Rất ok,2,1
train_005253,Chưa bao giờ thất vọng về quần áo bên shop cả hàng rẻ đẹp,2,1
train_004549,Sẽ ủng hộ shop dài dài,2,9
train_004549,Hàng chuẩn shop đóng gói rất kỹ chủ shop nhiệt tình trả lời thắc mắc của khách hàng,2,2
train_005476,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt, rất đáng tiền, thời gian giao hàng hơi bị chậm",2,9
train_005476,Shop nên mở thêm giao hàng tiết kiệm vì phí vận chuyển thấp hơn giao hàng lại nhanh hơn nữa,2,3
train_003220,Không biết thế nào,1,9
train_003220,Hàng không giống với lọ mình mua ở Cocoshop,0,1
train_007667,Sản phẩm không có gì để bàn cãi,2,1
train_007667,Shop chuẩn bị hàng khá là lâu,0,3
train_003220,Chưa dám thử,1,9
train_007667,Mình đã thanh toán trước bằng thẻ tín dụng,1,6
train_007667,Mà 3 ngày sau shop mới chuẩn bị hàng để giao cho ship,0,3
train_007667,Sao lạ vậy,1,9
train_007667,Khách hàng muốn liên lạc với shop nhanh thì qua Facebook kiếm shop,0,5
train_007667,mình thật sự đã có lúc rất bực,0,9
train_011258,Tôi hy vọng vào cuốn sách này của tờ Pi khá nhiều,1,9
train_011258,Hy vọng càng nhiều thì thất vọng cũng gấp đôi như vậy,0,9
train_011258,Nhưng trong cuốn sách nó lại mang một hơi hướng,1,9
train_011258,Những thứ khác lạ được tờ báo PR đem kể,1,9
train_011258,Một cuộc sống và xã hội khác,1,9
train_011258,Tựa đề của sách mang cho tôi cái cảm giác buồn mang mác,0,9
train_011258,Nó có vẻ hơi có chút bất công trong xã hội này,0,9
train_011258,Nó chỉ là một khía cạnh nào đó của cuộc sống thôi,1,9
train_011258,Tôi nghĩ vậy,1,9
train_011258,Mong chờ cuốn sách khác của Tờ Pi trong thời gian tới,2,9
train_009122,Phù hợp với giá tiền,2,4
train_009122,Rẻ hơn cả ở ngoài nhưng chất lượng giống,2,4
train_004253,Tốc độ giao hàng Sendo tuyệt vời,2,3
train_007378,Không có lịch quá dày,0,9
train_009560,Giày đẹp mà giá quá rẻ,2,4
train_004253,Đang đợi phản hồi từ cửa hàng,1,5
train_003068,"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt
Cảm ơn những món quà của shop",1,9
train_002577,"Tôi mua 2 đôi chỉ khác size mà đưa 2 màu không có gì giống nhau, màu nhạt màu đậm thấy ghê.",0,1
train_002577,Hỏi shop không được câu trả lời nào hết chỉ nhận câu hỏi không trả lời,0,5
train_002577,Cứ cho rẻ nhưng hàng nói sao phải vậy chứ,0,1
train_010140,Giày xinh vừa chân,2,1
train_010140,Sản phẩm đáng tiền phục vụ tốt giao hàng nhanh,2,3
train_012702,Đã mua lần thứ 2 của shop 5 sao không nói nhiều :)),2,1
train_007768,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Tuy nhiên tem bị mờ,2,1
train_001718,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Nếu dây kéo tốt hơn và ở bên trong đẹp hơn,2,1
train_002199,Hàng chất lượng,2,1
train_009819,"Không như ảnh chụp, giá đắt hơn các sản phẩm cùng loại khác",0,4
train_015187,Sản phẩm đủ tem mác,1,9
train_002331,Không chấp nhận được,0,9
train_002331,Chất lượng sản phẩm rất kém vỡ hết đầu ống thuốc,0,1
train_006796,Sản phẩm không đúng với yêu cầu,0,1
train_006796,Lừa gạt nhau thôi,0,9
train_015752,Mình đã mua một đôi rất ưng ý nên mua thêm một đôi nữa cho người nhà nhưng do không nhớ tên shop lần trước nên mình cũng đặt luôn,2,6
train_015752,Chất lượng sản phẩm không như mong đợi,0,1
train_008392,Chúc các anh lên đường may mắn!,2,9
train_008392,thi đấu hết sức mình nhé !,2,9
train_015752,"Đôi lần này không ưng, không ôm chân phần ngay cổ chân thì lại chật",0,1
train_000477,Shop nhiệt tình tỉ mỉ giao hàng rất nhanh,2,3
train_001241,Mình rất ưng ý về sản phẩm,2,1
train_001241,Sản phẩm không một lỗi nhỏ,2,1
train_001241,Mong có nhiều mẹ biết đến và đặt hàng ở shop uy tín như này,2,6
